307	72	362	162
202	241	272	278
67	122	97	181
51	359	100	454
82	370	131	462
149	356	187	435
180	370	218	454
208	363	248	435
239	343	278	423
268	342	305	420
330	326	375	399
360	325	412	414
383	315	429	379
405	293	454	364
437	291	482	360
495	264	553	336
535	238	582	306
567	205	619	263
594	180	665	256
635	150	693	224
659	132	718	197
667	112	728	168
697	90	754	139
710	64	780	126
737	28	817	94
950	456	1014	521
910	464	972	542
891	495	949	562
840	516	899	591
784	545	849	619
768	569	824	636
736	577	801	644
710	592	776	663
678	612	729	692
622	633	670	699
604	652	651	721
560	648	620	729
524	692	566	757
493	691	539	768
463	700	511	768
