853	23	968	58
185	149	293	189
401	145	507	189
571	158	684	195
707	158	819	197
851	154	964	195
269	207	356	300
337	207	417	294
388	205	478	300
451	213	534	295
500	212	591	298
558	212	649	291
619	207	713	288
760	207	860	292
855	216	947	299
287	354	376	393
444	356	536	400
644	364	734	406
786	364	873	403
916	425	1000	516
873	427	943	514
807	423	885	520
726	416	809	503
677	416	759	512
622	414	703	509
570	419	648	513
498	421	584	512
422	421	514	509
841	573	954	613
690	571	807	613
557	571	666	610
321	568	431	608
