202	158	272	186
97	158	184	200
103	280	183	314
215	351	281	380
108	309	190	342
97	337	190	373
211	378	277	407
102	395	190	436
102	480	196	523
221	475	277	513
218	567	300	597
364	732	428	761
411	166	475	201
407	278	482	310
411	449	490	483
427	494	489	523
424	558	498	591
508	378	567	406
519	557	570	582
490	100	548	126
495	123	552	154
696	85	755	114
699	130	752	157
623	135	671	165
621	217	681	251
626	263	685	294
705	302	759	331
634	308	682	337
709	373	756	399
639	371	686	403
725	473	807	510
717	538	816	576
742	639	851	676
868	455	978	498
860	526	956	567
874	629	975	672
829	119	872	142
924	138	972	173
827	182	876	205
822	222	873	245
