299	55	374	130
260	103	335	180
220	124	299	202
190	156	264	229
138	208	217	286
107	236	180	309
473	0	526	85
508	34	565	127
548	85	598	166
614	153	664	237
516	285	588	365
483	310	552	385
411	229	494	320
387	272	458	348
344	285	425	379
429	356	491	420
396	380	474	463
307	344	376	414
370	410	440	483
277	361	346	433
254	393	322	460
342	431	415	507
313	456	382	529
358	549	444	639
823	242	940	360
790	270	872	359
763	312	837	389
737	340	803	414
830	408	899	482
704	378	777	459
645	422	723	506
618	462	703	537
577	489	650	568
535	518	620	607
499	545	587	634
474	588	549	662
442	605	521	695
545	655	611	728
