282	34	332	104
418	15	466	80
437	40	494	116
808	359	937	451
818	659	877	727
542	398	602	484
509	391	557	455
480	369	530	435
450	348	499	421
428	325	477	395
398	313	450	386
332	295	387	365
306	267	355	341
278	259	322	325
229	233	275	305
88	330	134	411
30	313	74	399
334	441	411	495
301	485	380	548
285	510	368	581
235	584	325	663
212	616	302	696
192	659	269	716
233	392	295	451
212	411	282	472
200	438	268	495
164	477	242	543
133	535	203	597
107	553	187	623
84	584	163	647
50	598	149	683
53	643	123	704
