102	12	190	52
299	8	475	89
63	45	89	84
75	53	107	112
96	56	136	141
124	55	169	163
161	64	203	168
191	70	230	172
222	85	265	180
249	96	293	185
295	142	440	216
535	24	762	113
520	109	732	193
481	190	624	248
468	232	659	304
470	287	546	323
431	261	464	344
371	242	417	348
334	239	383	347
288	238	333	337
251	225	301	346
210	226	256	359
166	211	219	355
112	209	168	353
8	373	80	408
124	398	215	445
231	410	344	456
355	406	441	450
448	385	516	447
519	364	590	434
576	355	629	446
669	331	730	438
713	323	773	436
767	321	811	429
804	324	849	434
851	298	898	412
888	281	947	398
937	313	985	444
988	311	1024	442
44	501	78	552
62	590	111	619
149	522	178	567
225	527	252	577
306	526	329	573
516	613	576	638
631	522	657	571
653	517	683	573
666	614	714	637
836	631	883	655
885	629	938	653
913	536	939	589
965	533	993	588
939	632	986	654
326	525	351	570
74	510	103	553
19	582	65	610
