522	705	645	751
373	613	495	671
85	641	126	759
752	734	777	768
730	736	754	768
705	740	732	768
170	1	212	24
117	23	164	54
78	47	119	76
55	82	95	111
309	2	354	34
249	41	292	73
144	84	191	125
117	114	155	148
4	176	53	207
793	571	842	595
905	695	951	717
725	556	775	587
685	544	733	574
594	519	641	549
545	505	594	534
503	494	545	521
443	472	493	502
371	453	418	483
313	401	345	445
279	388	312	429
252	395	287	436
230	403	262	441
193	392	232	427
167	396	209	432
117	503	149	538
100	538	131	578
56	648	84	683
3	658	32	695
72	502	101	540
50	543	82	581
843	564	896	590
947	690	994	714
74	135	119	166
415	466	445	488
