897	0	968	96
841	27	910	126
968	121	1024	222
934	137	1000	239
908	163	962	248
813	205	873	284
762	56	834	168
728	73	800	184
700	97	770	201
627	122	697	240
560	172	634	272
524	289	610	363
655	262	738	322
686	322	779	378
566	393	670	464
589	425	690	492
599	465	704	539
748	429	845	501
0	129	91	205
9	166	112	243
38	228	137	304
75	296	169	367
88	337	184	400
107	361	193	432
141	430	232	495
177	500	261	557
216	577	334	651
241	620	322	681
259	654	344	714
783	504	882	574
635	531	741	603
663	562	760	632
666	601	773	678
686	634	795	706
710	669	813	741
803	539	900	609
820	569	909	638
732	705	832	768
