258	89	306	180
22	282	77	484
94	282	150	490
175	300	221	399
22	508	67	596
105	503	145	587
185	500	221	590
184	401	219	479
229	484	269	576
323	400	361	488
280	527	356	619
308	95	345	173
281	406	321	486
230	402	269	483
373	397	409	479
351	96	396	175
403	104	441	185
456	105	492	184
463	277	521	414
586	333	632	426
679	572	720	674
859	375	909	483
731	351	769	438
539	545	575	631
589	539	627	650
635	566	672	659
687	334	727	442
696	103	737	202
846	278	938	317
771	344	811	441
955	565	999	663
910	573	953	655
