401	87	499	116
691	101	781	131
124	89	213	123
129	128	174	150
528	164	572	187
804	251	846	278
634	216	676	240
225	135	266	155
6	117	50	143
716	559	752	604
730	630	768	661
747	590	785	631
779	620	819	654
784	663	830	696
812	531	884	612
658	745	699	768
127	431	170	463
416	588	451	617
877	475	911	512
531	220	622	258
952	385	1021	474
871	461	951	543
550	673	585	693
515	657	551	688
484	635	520	672
427	690	468	715
373	638	407	666
507	712	545	747
339	632	378	665
177	512	215	544
120	471	163	505
71	417	106	448
217	534	251	569
43	412	78	446
397	651	433	689
305	603	344	638
