201	16	246	88
185	86	225	152
155	155	197	230
124	237	171	309
79	367	133	450
49	463	99	540
31	539	75	612
0	632	48	703
388	115	464	164
607	51	679	101
434	196	493	257
360	196	432	242
338	237	416	294
323	274	407	336
941	15	991	89
594	129	638	195
681	155	728	217
721	169	766	233
960	412	1011	490
876	392	933	467
540	287	591	362
523	358	571	433
580	307	632	386
624	311	671	383
667	321	718	402
835	399	883	467
794	369	848	445
749	364	801	435
711	337	752	412
324	498	375	568
369	506	418	583
411	520	459	599
450	535	505	613
501	557	548	633
617	518	702	580
769	626	826	716
868	656	924	746
925	684	975	762
899	492	947	565
860	471	906	539
771	452	821	534
723	434	773	505
687	419	735	489
647	409	694	484
606	388	650	465
564	381	607	453
