36	101	69	167
46	179	79	237
54	253	90	323
59	327	99	398
149	362	212	419
161	402	223	460
163	456	218	511
184	486	243	549
184	539	248	596
394	582	441	652
701	692	747	759
734	673	782	749
767	661	816	731
828	648	870	715
581	507	626	573
608	486	660	557
640	482	687	549
672	463	724	534
764	423	815	493
827	402	874	468
858	391	905	457
915	361	962	428
951	351	991	409
866	218	911	284
834	231	881	296
741	273	786	334
614	317	663	386
582	332	633	401
512	241	566	308
483	213	542	276
479	151	532	221
447	135	503	194
