1	206	39	242
115	246	152	267
48	208	83	239
27	299	66	323
183	275	267	301
230	238	264	253
208	251	265	273
301	230	338	249
356	226	386	244
386	223	417	243
417	219	449	240
446	218	475	238
474	217	508	237
506	213	537	236
536	210	565	233
588	227	677	256
883	202	979	231
254	36	275	69
239	69	260	104
697	200	733	221
809	189	843	209
842	181	882	208
774	211	859	238
877	182	914	205
990	210	1024	231
732	196	762	214
758	192	785	214
811	370	831	411
826	417	851	456
831	370	853	416
826	490	848	535
810	513	832	553
811	561	828	603
838	688	858	725
781	660	820	690
805	708	837	739
796	733	813	768
761	682	797	711
742	698	763	740
676	657	700	695
725	689	746	726
641	636	664	674
609	611	628	657
710	621	743	656
678	601	711	635
649	582	678	613
581	579	615	611
546	574	565	610
574	539	601	568
548	519	577	554
268	314	301	333
217	363	233	400
244	381	263	415
290	412	309	449
303	414	322	452
318	424	339	463
351	445	371	488
386	469	403	508
418	488	437	530
494	537	510	575
514	547	534	591
351	416	382	447
414	438	443	466
461	490	498	525
387	420	417	449
360	401	392	432
439	442	467	473
333	386	366	420
516	503	550	535
489	480	520	515
468	464	492	492
455	452	486	484
810	465	830	498
4	180	31	211
