841	69	922	141
920	166	1020	250
881	408	983	493
802	300	907	380
675	609	797	706
644	575	765	658
620	535	730	618
512	675	618	757
464	595	568	690
569	451	681	544
543	426	650	509
527	385	640	470
384	483	488	564
499	349	608	431
479	319	575	397
453	273	558	357
707	151	805	227
682	115	786	191
643	83	754	167
624	46	731	123
400	194	510	283
336	125	438	204
315	107	397	173
306	376	413	465
287	331	389	415
230	256	343	342
259	35	358	109
161	155	251	232
157	118	234	187
95	83	207	160
80	42	181	124
151	655	248	730
126	624	220	708
103	594	188	655
0	431	97	512
