79	25	114	72
7	236	35	286
527	2	598	53
297	24	330	87
336	44	371	104
285	112	346	156
157	344	237	387
436	85	468	142
456	92	488	155
475	101	508	160
496	107	529	167
514	118	552	176
346	147	386	209
368	164	401	219
371	176	440	270
412	187	465	271
456	199	505	279
499	209	534	289
807	447	842	530
807	587	854	689
558	717	634	748
617	415	669	539
726	587	769	682
691	594	731	681
660	595	701	686
632	599	669	687
597	598	640	691
529	600	567	690
504	602	539	687
478	607	512	699
456	614	482	682
425	612	459	681
375	622	409	695
351	625	383	692
326	622	358	692
302	624	333	689
277	630	309	694
228	634	259	699
205	637	236	696
180	645	212	698
159	641	192	705
541	434	592	551
500	432	553	554
465	446	513	562
399	451	445	563
368	454	406	566
337	478	371	568
306	475	342	573
283	491	312	569
258	491	284	571
228	509	263	577
205	509	236	579
181	515	211	582
