293	0	380	61
269	19	364	95
229	77	323	151
215	112	305	188
195	138	276	205
168	168	263	237
872	182	941	283
835	190	897	294
801	206	868	313
764	225	834	329
695	260	768	368
936	294	996	393
902	313	977	429
872	331	939	439
838	352	903	454
734	400	799	510
700	420	757	521
664	438	735	549
564	329	628	431
532	355	595	456
599	471	666	582
559	491	630	600
491	371	564	475
493	533	556	632
422	400	497	508
391	424	458	521
423	561	489	664
394	582	456	696
354	599	430	713
318	617	396	722
269	646	322	743
346	479	398	556
300	478	360	572
208	482	282	574
158	615	231	724
130	594	205	695
100	578	167	680
62	552	137	664
30	526	107	637
0	508	70	615
12	372	73	456
101	408	180	516
168	468	236	555
