700	88	770	238
770	277	823	368
954	701	1024	759
670	159	729	253
725	294	779	388
678	312	740	416
637	326	696	425
621	158	683	273
582	194	638	289
535	201	598	302
549	358	607	457
510	373	572	497
461	390	515	473
417	402	479	499
339	432	393	529
294	443	358	555
209	483	278	610
126	518	181	611
81	531	141	629
37	549	103	656
0	555	48	646
495	215	557	315
453	227	508	331
414	255	469	345
363	236	425	356
319	245	386	377
276	279	342	392
245	310	297	407
190	309	259	427
157	343	217	441
114	347	176	455
73	372	132	469
0	407	47	495
