927	0	1024	39
915	62	1009	105
907	116	1005	152
888	183	999	222
964	449	1010	594
472	109	606	159
893	499	936	606
854	493	897	605
820	495	863	609
778	465	822	573
742	491	781	587
702	508	744	612
673	511	707	609
627	509	677	617
587	527	638	623
507	551	555	630
453	557	517	623
390	584	449	638
317	602	384	647
204	614	304	658
109	608	195	655
7	596	73	630
384	71	436	206
288	183	414	246
261	218	408	285
246	263	403	335
190	0	261	37
85	260	147	294
75	284	154	319
210	346	246	421
247	379	377	443
442	340	638	409
414	412	541	461
406	499	479	531
401	449	573	512
375	475	403	550
324	466	360	557
286	460	330	558
254	466	289	554
214	454	260	568
181	457	217	579
140	446	188	579
98	446	142	577
187	336	213	422
159	328	190	418
130	325	167	412
94	314	135	412
72	313	108	391
895	688	919	735
1002	684	1024	729
979	683	1004	726
958	683	984	724
936	687	960	728
916	688	941	734
872	690	899	730
851	690	878	739
828	695	852	737
805	695	832	740
783	695	809	741
763	696	788	736
740	698	770	741
722	696	744	740
703	700	726	737
675	695	702	739
625	688	653	731
598	692	627	735
578	690	604	739
555	693	583	739
535	694	563	739
513	699	542	746
485	694	513	743
467	699	490	743
442	704	471	746
425	706	448	746
399	704	428	747
377	706	405	752
358	710	384	753
337	710	362	753
315	711	341	758
296	715	319	754
271	712	297	758
248	717	277	761
224	717	249	760
205	721	229	766
180	721	204	762
159	721	185	763
