464	17	623	94
18	14	121	68
152	108	245	161
134	203	250	257
0	372	101	422
0	540	84	596
127	255	240	312
141	319	255	378
130	428	232	490
123	492	225	544
126	600	228	653
98	714	212	768
374	213	500	276
398	282	490	330
390	333	486	386
355	376	489	449
378	500	486	555
349	550	476	610
361	606	480	664
522	224	635	279
517	335	609	388
506	396	619	448
499	461	596	511
500	508	620	564
503	560	612	620
890	133	995	181
896	243	1009	299
778	302	866	352
880	355	991	409
738	402	853	468
883	418	1001	471
741	468	838	525
876	474	989	531
754	522	853	580
745	573	859	633
