464	547	509	636
365	606	427	709
147	541	225	699
60	517	126	634
441	508	483	576
403	477	456	561
362	462	423	555
295	462	348	544
263	454	308	535
117	394	167	490
84	395	127	484
47	401	90	475
935	67	988	161
902	75	950	169
837	70	882	167
811	81	847	181
774	93	814	184
731	100	775	192
697	107	732	206
656	106	701	202
626	107	666	209
596	111	633	209
566	104	606	204
533	93	569	199
497	101	534	196
401	94	446	186
380	71	418	167
345	67	384	159
319	53	355	149
281	53	321	140
246	50	283	147
217	41	252	133
176	42	215	131
140	35	179	130
108	27	147	113
76	11	116	101
37	14	81	107
