604	28	633	80
560	31	595	109
540	40	567	95
477	54	509	120
456	61	483	123
430	68	462	123
408	77	444	142
367	83	399	149
347	82	374	146
325	92	354	153
300	96	332	155
278	99	311	159
260	105	289	160
237	110	265	170
195	122	226	181
174	124	209	194
140	143	184	218
109	161	154	227
66	188	121	261
11	226	63	298
853	218	894	258
889	247	933	295
902	274	965	321
915	312	994	354
896	343	1002	390
910	372	1008	419
919	412	1015	451
857	499	916	566
848	518	892	581
818	528	871	593
779	564	826	631
711	628	754	677
663	642	716	709
643	653	691	719
621	670	677	739
597	687	649	753
577	708	625	768
160	702	211	764
181	685	235	750
238	645	281	695
260	629	314	692
282	614	328	676
299	603	345	662
317	584	373	655
341	571	386	631
357	557	411	622
378	540	425	602
398	529	454	604
482	467	530	524
503	452	558	525
525	441	575	501
544	425	599	498
568	406	625	478
630	363	684	428
655	342	707	410
676	323	732	388
627	244	681	311
605	259	657	326
586	290	633	340
536	306	593	374
514	323	568	392
447	365	506	437
434	391	481	452
408	396	465	467
382	415	441	480
350	417	417	498
332	440	394	515
234	511	294	585
175	539	245	625
149	554	223	637
128	579	195	661
89	661	129	706
48	689	87	733
