129	100	170	174
220	141	265	227
273	123	314	199
325	127	371	204
374	127	413	204
408	133	447	203
433	141	479	217
468	160	513	237
527	160	579	239
86	93	124	167
672	219	719	309
705	223	760	316
747	229	803	322
818	243	863	341
857	239	909	338
889	252	939	346
922	262	969	355
958	267	1009	359
192	565	275	732
289	429	355	510
325	482	375	567
357	484	411	576
391	508	438	586
424	497	483	594
382	616	448	730
431	633	494	736
476	640	540	742
517	650	575	759
603	680	658	768
493	525	547	610
529	547	579	621
559	550	610	631
602	565	653	647
633	573	692	656
669	596	715	657
701	590	748	669
734	591	785	679
767	607	817	689
800	618	850	697
831	611	892	703
866	613	926	709
