88	35	146	124
29	57	89	148
0	74	49	165
888	73	953	164
812	125	866	206
761	134	820	231
737	152	794	242
711	164	770	251
688	184	743	265
661	193	717	282
637	211	696	289
611	222	671	303
584	231	638	311
540	271	592	343
508	283	566	361
408	333	464	410
329	367	384	455
302	374	363	465
224	424	280	506
200	438	262	518
174	450	229	528
123	479	180	561
104	501	152	573
71	501	125	587
43	513	101	599
942	168	999	261
917	192	978	279
868	219	917	288
841	233	894	313
820	245	872	334
789	253	846	339
763	268	824	360
668	328	722	411
645	338	697	419
587	363	650	459
509	397	566	488
458	425	516	514
412	458	468	542
385	471	439	561
360	485	414	576
335	500	385	577
303	512	357	596
280	526	343	623
254	538	310	628
227	551	280	628
147	590	202	667
92	621	160	709
