893	196	944	233
779	219	839	256
641	261	694	300
580	277	637	321
501	304	554	340
429	260	473	316
72	66	229	108
68	104	231	152
156	152	255	203
141	215	280	276
179	262	291	311
221	384	332	456
239	480	377	564
215	560	409	687
269	551	383	626
283	635	405	732
1	542	36	611
56	536	93	611
29	540	62	610
147	612	187	676
119	614	159	684
94	617	129	688
68	617	102	691
43	623	76	698
11	623	48	700
897	14	938	72
739	63	779	115
600	100	640	154
682	75	715	130
712	69	745	128
799	43	835	95
915	72	952	122
874	27	910	77
848	33	879	78
827	36	855	87
657	88	692	137
624	92	663	144
573	112	608	161
517	126	554	174
553	173	590	229
653	146	687	196
629	154	665	203
604	162	639	210
581	166	615	214
344	0	379	40
396	150	431	195
407	202	450	255
864	91	900	141
812	101	850	153
783	104	819	160
758	115	794	162
733	116	772	167
705	133	744	184
677	136	721	190
