199	263	289	292
493	241	587	268
850	249	940	280
982	83	1014	125
997	50	1024	88
713	105	742	138
878	198	912	220
856	213	900	238
701	273	744	294
682	223	722	246
773	217	815	237
599	249	639	269
383	246	468	278
487	221	525	243
451	223	487	246
420	224	455	248
343	234	376	253
306	238	345	259
1	260	37	282
29	256	59	279
58	254	85	275
88	254	124	275
120	250	152	273
147	249	178	271
995	336	1017	370
974	355	998	394
984	395	1009	428
1000	372	1018	403
1000	434	1024	473
980	435	1002	475
985	474	1009	507
420	408	439	446
437	408	457	455
436	458	456	496
432	531	452	572
414	553	435	590
413	605	432	643
437	726	461	763
380	702	423	726
361	721	401	751
346	733	362	768
281	695	303	733
330	726	350	765
312	660	344	695
248	674	268	714
282	638	315	673
256	621	287	654
214	651	233	692
230	602	260	637
187	617	222	647
185	635	200	668
179	578	210	605
154	613	172	650
155	560	187	589
139	598	158	640
128	544	158	570
120	585	144	629
99	525	129	549
104	571	120	612
74	530	108	560
1	455	29	487
28	528	48	567
25	474	53	502
0	507	17	545
55	480	78	510
67	489	97	518
78	499	105	530
715	0	735	31
