259	10	395	64
265	50	391	106
414	41	552	98
414	131	528	184
260	132	384	184
242	171	380	223
258	218	385	263
223	254	384	314
228	336	378	399
428	347	539	420
474	447	581	496
159	470	234	574
129	488	193	586
69	513	135	624
32	542	95	640
602	362	651	501
689	378	743	502
771	378	821	508
814	372	860	510
858	385	909	509
133	638	203	738
166	617	233	721
198	602	266	704
228	587	294	690
260	572	338	692
303	548	353	638
362	514	415	644
411	514	465	658
532	524	587	664
661	530	707	653
740	533	789	675
825	539	877	676
873	535	923	670
916	539	966	666
