295	0	384	67
242	42	333	112
199	88	292	166
162	140	248	209
117	188	208	261
48	244	148	324
0	306	92	378
379	204	496	288
334	265	444	345
272	326	381	406
216	394	322	461
663	61	755	144
710	106	802	186
759	146	847	223
172	457	264	525
128	521	231	594
32	662	142	729
583	256	685	366
641	285	731	393
495	437	597	535
446	480	540	568
405	533	498	617
318	634	414	723
270	702	378	768
776	360	832	470
648	520	741	621
696	567	785	669
744	616	836	712
603	682	703	768
845	453	932	547
900	501	976	584
945	536	1022	628
796	657	882	758
