575	88	616	158
516	96	562	174
501	111	543	187
463	103	504	193
407	144	448	220
376	155	427	231
354	163	393	238
331	172	368	251
293	164	336	255
270	192	317	270
448	208	520	257
457	232	536	279
478	256	558	305
389	298	458	339
397	321	468	370
411	352	477	397
424	375	488	419
424	404	500	454
434	431	509	482
443	456	521	511
464	484	526	528
464	513	536	562
482	540	545	582
494	568	562	612
559	519	604	592
377	630	417	709
345	634	380	696
479	287	558	332
491	309	571	361
504	343	571	385
513	370	587	416
532	428	591	471
544	459	596	496
246	234	280	294
