292	120	429	185
451	111	546	155
287	215	419	263
-1	499	104	553
274	256	414	321
266	297	398	356
274	350	397	402
282	392	393	441
266	434	380	492
279	479	380	526
281	520	369	566
245	556	356	610
277	605	366	649
253	640	364	696
451	150	535	189
443	184	548	230
440	220	517	263
435	255	530	297
428	292	540	339
420	330	529	376
423	368	522	411
414	402	536	452
416	441	529	492
411	482	523	536
414	527	522	576
400	560	510	611
390	639	497	683
388	679	485	718
387	717	481	757
661	149	758	192
671	179	760	221
661	217	758	257
662	259	755	297
655	289	748	333
657	337	744	379
645	372	742	415
629	449	742	497
648	489	736	528
610	524	732	568
617	562	728	607
613	608	722	647
620	647	725	685
633	682	717	721
600	720	717	768
784	176	854	211
780	227	868	262
779	255	850	286
773	281	856	318
770	308	863	347
768	344	852	381
771	375	849	407
768	401	858	446
767	444	876	483
767	476	855	517
764	504	874	556
757	552	822	586
760	586	873	624
748	625	860	670
745	694	845	744
