880	221	965	293
834	259	917	334
777	281	866	362
704	312	799	389
639	337	730	414
746	597	813	696
477	454	562	521
484	528	574	592
501	600	597	665
512	662	606	730
357	654	445	731
308	595	400	654
282	538	383	601
267	473	354	535
255	401	347	470
306	299	395	375
359	262	445	346
395	227	488	306
465	204	552	270
530	167	621	242
609	153	699	217
658	119	755	182
841	35	915	116
785	11	857	90
723	0	791	89
641	8	712	90
577	8	646	99
509	24	574	121
433	49	489	131
379	49	430	134
254	78	315	172
170	122	242	216
86	185	167	267
18	249	113	310
14	376	97	426
27	483	118	528
52	582	144	635
70	633	160	696
86	680	179	746
