372	92	487	159
236	195	375	285
249	265	401	355
422	165	542	240
436	205	570	291
319	326	420	394
333	369	433	426
453	275	556	341
469	304	581	376
339	418	449	491
490	365	581	424
503	401	606	466
514	452	619	520
533	482	643	553
371	502	488	583
420	544	501	599
549	547	633	604
565	576	668	644
409	595	509	652
424	633	526	698
578	624	694	695
422	686	542	763
712	382	839	456
755	420	844	481
773	468	860	523
765	508	874	578
783	557	902	630
820	650	922	712
860	689	935	744
839	288	931	347
863	331	939	389
874	360	1000	437
894	411	1000	478
925	512	1009	576
942	544	1024	608
