719	107	773	179
745	120	803	189
770	134	823	206
800	151	850	207
824	164	880	234
849	179	910	252
860	306	929	349
2	255	64	308
490	140	555	183
424	174	483	247
450	193	509	266
533	169	593	239
562	187	613	253
589	200	646	270
618	219	668	279
638	230	697	300
665	252	717	315
688	266	740	336
711	286	764	358
741	292	798	366
767	312	823	388
500	226	556	293
527	237	582	309
557	255	606	315
579	269	633	341
610	290	653	348
623	296	685	372
653	325	708	389
681	335	734	399
705	351	754	422
725	371	787	448
259	249	318	322
286	266	347	346
318	280	381	358
342	303	404	378
365	322	417	389
394	335	448	405
421	351	476	421
443	362	503	438
471	385	532	455
497	408	549	468
522	419	575	484
549	434	608	507
573	448	632	518
596	462	661	538
646	492	712	571
249	391	322	452
309	424	381	485
377	461	438	520
451	518	523	577
517	555	586	617
