1	10	99	55
1	67	101	115
0	112	120	151
0	149	122	197
3	189	134	250
0	240	137	297
0	291	125	327
0	317	107	365
0	351	160	398
4	389	130	447
0	440	138	484
0	480	124	544
498	12	609	49
339	0	463	39
350	32	459	79
329	72	458	120
364	113	466	157
326	150	458	198
345	192	464	237
330	275	463	323
496	46	652	90
493	83	612	131
499	125	601	169
496	163	629	202
502	195	626	240
501	236	634	285
502	282	616	328
906	210	1012	288
894	624	940	749
854	617	893	743
820	624	862	756
780	641	823	751
741	617	787	743
709	633	753	747
664	627	715	756
616	623	672	761
928	259	1024	327
