946	150	1014	198
942	115	1000	162
829	143	865	222
790	145	826	227
747	147	786	225
819	254	860	337
780	253	815	345
753	253	783	344
669	125	712	226
628	114	671	225
596	146	626	221
718	253	752	346
817	641	859	734
773	647	816	739
699	637	740	738
661	620	707	734
623	629	666	738
596	648	630	733
557	636	600	733
515	620	559	734
482	620	524	735
440	612	483	734
399	628	439	734
357	621	404	725
331	624	368	733
294	630	341	731
258	654	301	736
212	631	267	732
184	645	226	733
140	612	186	726
105	631	146	732
67	646	116	730
37	639	80	734
0	613	44	731
621	253	660	339
566	253	602	340
537	253	569	321
473	256	509	333
411	254	447	361
381	255	417	341
352	254	385	334
311	253	357	350
226	254	276	402
173	255	230	390
123	253	179	403
70	248	122	408
515	148	556	222
471	115	518	226
437	117	475	223
361	114	404	222
325	118	365	224
278	101	322	227
233	102	283	224
184	102	231	222
137	92	192	225
72	147	113	223
33	142	73	225
8	154	37	222
