830	170	892	221
835	202	906	252
798	310	851	382
472	37	518	101
412	50	466	119
379	61	432	135
348	82	396	148
240	188	310	241
634	206	703	255
644	242	710	293
573	320	624	395
418	386	472	457
765	400	808	458
787	451	837	528
760	475	808	544
733	499	782	569
733	416	778	479
704	426	752	498
636	449	688	519
629	515	688	596
599	534	650	604
569	545	615	614
576	474	628	541
545	490	595	556
515	501	561	563
507	573	558	642
451	522	500	590
421	531	467	604
386	549	434	617
446	596	495	666
415	609	458	675
259	652	321	698
247	613	316	666
237	582	306	638
221	555	292	603
182	462	247	511
170	434	238	484
158	406	217	452
143	375	210	424
132	346	194	392
121	310	191	363
107	279	178	331
96	245	166	299
