22	318	86	344
192	214	251	243
269	128	318	154
266	214	336	243
261	533	325	561
263	563	324	590
261	634	343	664
263	662	313	683
261	684	327	708
265	703	324	725
403	44	485	73
394	68	480	103
406	144	488	175
418	173	486	199
429	217	493	247
420	246	493	276
441	468	504	495
520	465	583	492
521	499	582	528
526	554	573	574
524	573	590	598
506	230	582	262
509	279	578	309
509	308	571	335
501	110	561	131
501	84	579	114
614	82	665	104
674	85	739	108
687	44	804	79
673	104	716	121
608	102	663	121
616	122	662	139
597	134	662	160
590	170	659	198
612	198	659	219
601	213	658	237
672	134	742	163
670	162	735	186
797	183	852	275
880	43	936	148
1001	290	1024	322
885	304	922	372
905	367	941	432
955	400	1001	471
705	348	747	418
788	352	810	395
637	443	681	543
682	451	721	549
672	366	708	443
865	486	926	557
850	514	905	576
819	538	877	606
783	545	857	617
776	575	839	637
747	581	818	659
727	625	787	686
728	659	769	708
702	680	734	736
678	692	718	754
607	730	649	758
