281	1	403	40
143	28	250	68
120	62	246	104
290	28	388	75
287	69	417	115
126	108	252	153
117	188	253	239
282	111	414	156
287	152	426	199
288	191	406	244
690	120	799	198
719	165	820	241
863	149	921	233
831	23	884	111
858	7	915	102
883	2	938	81
912	120	984	213
945	97	1009	197
954	486	1024	589
928	504	994	612
897	517	963	620
873	531	926	639
833	537	899	656
799	528	852	665
760	527	807	657
680	540	725	663
643	527	684	652
604	537	648	670
570	550	610	662
530	524	583	660
497	546	543	654
449	536	506	668
406	540	465	669
