154	291	200	348
195	268	237	323
214	253	252	307
251	233	292	288
287	203	323	251
308	197	355	255
324	177	380	245
348	163	401	234
368	150	425	224
424	118	486	190
463	88	517	159
497	68	549	143
527	50	569	118
553	44	590	113
598	32	626	103
618	30	651	87
641	24	675	90
659	17	694	81
684	14	714	80
704	8	738	74
722	5	758	75
765	1	804	71
790	0	824	53
966	186	1019	256
946	214	999	272
899	230	953	306
874	247	929	319
807	290	867	366
795	316	844	379
771	320	827	396
744	342	800	411
709	346	778	426
691	361	757	444
593	439	655	518
536	464	605	550
510	482	588	565
487	510	555	587
448	587	491	639
408	614	451	661
370	624	420	686
929	338	992	405
906	352	962	428
887	365	935	432
864	379	920	454
846	394	893	458
761	457	814	531
738	471	793	533
715	487	777	551
699	501	751	560
678	515	734	584
659	530	707	591
642	544	694	608
620	557	676	626
598	571	643	627
544	614	600	679
519	626	575	693
403	686	464	737
418	712	473	759
956	610	1011	683
937	634	991	699
893	653	952	729
847	679	913	760
824	700	887	768
