654	30	706	117
723	128	780	207
729	0	768	76
565	82	612	162
527	76	583	169
514	110	565	189
426	136	480	228
391	155	449	246
368	179	417	255
333	179	390	273
308	198	366	286
284	217	340	301
259	228	313	317
230	247	285	333
89	337	197	421
117	385	224	459
259	369	314	450
310	334	385	423
345	321	417	415
448	278	504	356
474	255	530	326
506	243	561	315
596	197	645	282
618	191	672	259
697	131	748	214
661	153	719	236
760	456	833	546
696	489	767	582
642	507	716	615
623	553	684	640
593	554	652	646
570	582	633	672
549	608	612	685
529	618	590	702
516	644	565	721
469	640	536	739
436	657	512	759
422	695	485	768
