135	3	228	53
0	54	95	103
33	112	119	167
151	37	224	86
181	130	258	176
46	142	135	195
54	177	141	232
83	240	162	285
87	270	174	320
98	299	192	354
117	357	210	416
134	430	240	497
154	470	255	529
166	504	268	558
176	539	279	591
189	574	294	630
203	189	293	241
224	216	322	266
227	250	313	304
258	352	337	400
270	376	367	431
285	410	369	459
298	450	379	497
312	483	385	529
319	515	410	564
373	18	478	70
410	76	497	126
428	107	512	156
437	169	530	224
467	208	548	250
488	332	592	399
511	403	616	462
554	462	645	521
554	509	660	566
568	548	667	601
582	577	688	638
548	44	636	104
561	73	655	133
588	140	686	199
597	173	702	241
614	208	731	269
655	335	785	399
667	375	778	442
698	448	802	515
706	484	840	546
