6	456	50	543
314	432	435	491
506	191	667	257
399	314	674	380
395	381	633	446
308	398	387	434
326	697	465	766
575	47	681	97
314	171	385	209
578	517	650	558
660	563	736	600
652	675	738	716
580	680	649	716
578	723	646	760
651	719	732	755
653	482	729	519
827	481	904	521
820	357	908	402
841	214	913	249
843	136	912	173
841	53	919	90
842	9	920	46
559	18	633	52
650	17	727	51
381	565	462	603
386	647	461	684
392	600	464	635
385	55	471	92
306	17	389	55
568	158	646	198
652	165	730	209
652	136	728	170
145	438	216	489
606	281	726	329
